"","V1","V2","V3","V4","V5"
"1",0.111150248000919,0.130888821982912,0.0986937947294634,0.023348180161243,0.826947397448945
"2",0.0937342497984865,0.115611302470368,0.101121294277885,0.0181751206199329,0.0373550559278358
"3",0.112537647545764,0.166994209608374,0.134004354813525,0.0412918530993589,0.840708419388415
"4",0.109065090906612,0.101743464404226,0.0964801319650936,0.0180594997195887,0.367700005479871
"5",0.0917264656661837,0.134890534489456,0.0870614410775304,0.0218417925492394,0.663052701369582
"6",0.0971645579089648,0.123994872691229,0.0867306639233691,0.024273712980841,0.702247762734573
"7",0.153074780308888,0.173343957143044,0.115190201509526,0.0275107456542375,0.408567892594425
